PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
420,0,10.0,0,2,10.474449898167002,1,0,0,0,1,0,0,1
848,0,35.0,0,0,-5.779750101832996,0,1,0,0,1,1,0,0
564,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
743,1,21.0,2,2,178.2203125000001,1,0,1,0,0,1,0,0
647,0,19.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
766,1,51.0,1,0,-6.196387499999929,1,0,1,0,0,0,0,1
332,0,45.5,0,0,-55.65468749999992,0,1,1,0,0,0,0,1
42,0,27.0,1,0,0.33781684782609034,1,0,0,1,0,0,0,1
217,1,27.0,0,0,-5.750550101832997,1,0,0,0,1,0,0,1
360,1,21.5,0,0,-5.796350101832997,1,0,0,0,1,0,1,0
583,0,54.0,0,0,5.33781684782609,0,1,0,1,0,0,0,1
378,0,27.0,0,2,127.34531250000008,0,1,1,0,0,1,0,0
38,0,21.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
622,1,42.0,1,0,-31.60048749999992,0,1,1,0,0,0,0,1
409,0,21.0,0,0,-5.900550101832996,0,1,0,0,1,0,0,1
616,1,24.0,1,2,44.33781684782609,1,0,0,1,0,0,0,1
509,0,28.0,0,0,8.849449898167002,0,1,0,0,1,0,0,1
663,0,47.0,0,0,-58.567187499999925,0,1,1,0,0,0,0,1
659,0,23.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
428,1,19.0,0,0,5.33781684782609,1,0,0,1,0,0,0,1
671,1,40.0,1,1,18.33781684782609,1,0,0,1,0,0,0,1
859,1,24.0,0,3,5.582749898167002,1,0,0,0,1,1,0,0
445,1,25.0,0,0,-5.563050101832996,0,1,0,0,1,0,0,1
368,1,21.5,0,0,-6.446350101832997,1,0,0,0,1,1,0,0
309,0,30.0,1,0,3.3378168478260903,0,1,0,1,0,1,0,0
70,0,26.0,2,0,-5.013050101832997,0,1,0,0,1,0,0,1
646,1,48.0,1,0,-7.425487499999917,0,1,1,0,0,1,0,0
229,0,18.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
297,0,23.5,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
607,0,30.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
127,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
520,0,32.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
614,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
885,0,25.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
788,0,8.0,4,1,15.449449898167003,0,1,0,0,1,0,1,0
269,1,58.0,0,1,69.30781250000008,1,0,1,0,0,0,0,1
410,0,21.5,3,1,11.791149898167003,1,0,0,0,1,0,0,1
261,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
356,0,28.0,0,0,-4.175550101832997,0,1,0,0,1,0,0,1
640,0,25.0,1,0,2.424449898167005,0,1,0,0,1,0,0,1
28,0,19.0,3,2,178.8453125000001,0,1,1,0,0,0,0,1
69,1,17.0,4,2,-5.750550101832997,1,0,0,0,1,0,0,1
126,1,12.0,1,0,-2.4338501018329968,0,1,0,0,1,1,0,0
205,1,18.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
572,1,53.0,2,0,-32.675487499999925,1,0,1,0,0,0,0,1
760,1,33.0,0,0,2.3453125000000767,1,0,1,0,0,0,0,1
219,1,32.0,0,0,-7.862987499999917,1,0,1,0,0,1,0,0
706,0,39.0,0,0,5.33781684782609,0,1,0,1,0,0,0,1
460,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
101,0,28.0,0,0,-5.779750101832996,1,0,0,0,1,0,0,1
661,1,50.0,2,0,49.49531250000008,0,1,1,0,0,0,0,1
701,1,18.0,1,0,143.37031250000007,1,0,1,0,0,1,0,0
768,0,30.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
30,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
620,0,26.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
670,1,35.0,1,0,-32.15468749999992,1,0,1,0,0,0,0,1
96,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
644,1,25.0,0,0,42.820249898167006,0,1,0,0,1,0,0,1
615,0,35.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
166,1,9.0,0,2,6.849449898167002,0,1,0,0,1,0,0,1
220,0,30.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
581,1,25.0,1,1,9.33781684782609,1,0,0,1,0,0,0,1
345,0,36.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
379,0,20.0,0,0,-9.663050101832997,0,1,0,0,1,1,0,0
874,0,47.0,0,0,-4.675550101832997,0,1,0,0,1,0,0,1
331,1,21.5,2,0,9.574449898167003,1,0,0,0,1,0,1,0
423,0,29.0,0,0,-5.800550101832997,0,1,0,0,1,0,0,1
221,1,16.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
148,0,9.0,2,2,20.699449898167003,1,0,0,0,1,0,0,1
437,0,21.0,2,2,20.699449898167003,1,0,0,0,1,0,0,1
833,0,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
851,0,4.0,4,2,17.599449898167002,0,1,0,0,1,0,0,1
2,1,38.0,1,0,-12.871387499999926,1,0,1,0,0,1,0,0
650,1,23.0,0,0,-6.125550101832997,1,0,0,0,1,0,0,1
125,0,54.0,0,1,-6.867187499999929,0,1,1,0,0,0,0,1
759,0,34.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
836,1,39.0,1,1,-0.9963874999999263,1,0,1,0,0,1,0,0
758,0,18.0,0,0,-9.16218315217391,0,1,0,1,0,0,0,1
262,1,3.0,4,2,17.711949898167003,0,1,0,0,1,0,0,1
563,0,28.0,0,0,-7.16218315217391,0,1,0,1,0,0,0,1
882,0,33.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
323,1,30.0,0,0,-8.31218315217391,1,0,0,1,0,0,1,0
450,1,52.0,0,0,-53.65468749999992,0,1,1,0,0,0,0,1
3,1,26.0,0,0,-5.750550101832997,1,0,0,0,1,0,0,1
723,0,34.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
658,0,32.0,1,1,1.8244498981670034,1,0,0,0,1,0,1,0
452,0,25.0,1,0,6.291149898167003,0,1,0,0,1,0,0,1
171,0,61.0,0,0,-50.65468749999992,0,1,1,0,0,0,0,1
216,1,31.0,1,0,29.120312500000082,1,0,1,0,0,1,0,0
413,1,33.0,1,0,5.845312500000077,1,0,1,0,0,0,1,0
136,0,23.0,0,0,-5.61638315217391,0,1,0,1,0,1,0,0
18,1,30.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
635,0,9.0,3,2,14.224449898167002,1,0,0,0,1,0,0,1
290,1,22.0,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
772,0,48.0,0,0,-5.821350101832997,0,1,0,0,1,0,0,1
145,0,18.0,0,0,-9.16218315217391,0,1,0,1,0,0,0,1
591,0,35.0,0,0,-6.550550101832997,0,1,0,0,1,0,0,1
744,0,24.0,1,0,2.424449898167005,0,1,0,0,1,0,0,1
524,1,44.0,0,1,-26.175487499999925,1,0,1,0,0,1,0,0
257,1,35.0,0,0,-4.95468749999992,1,0,1,0,0,1,0,0
421,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,1,0,0
697,0,44.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
597,1,28.0,0,0,12.33781684782609,1,0,0,1,0,0,0,1
662,0,40.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
810,1,33.0,1,0,-31.054687499999922,1,0,1,0,0,0,0,1
326,1,36.0,0,0,51.47861250000007,1,0,1,0,0,1,0,0
599,0,25.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
164,0,17.0,0,0,-5.013050101832997,0,1,0,0,1,0,0,1
610,1,40.0,0,0,69.30781250000008,1,0,1,0,0,0,0,1
537,0,45.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
280,1,35.0,1,1,6.574449898167003,1,0,0,0,1,0,0,1
684,0,14.0,5,2,33.224449898167,0,1,0,0,1,0,0,1
260,1,50.0,0,1,5.33781684782609,1,0,0,1,0,0,0,1
215,0,25.0,1,0,-5.925550101832997,0,1,0,0,1,0,1,0
504,0,37.0,0,0,-4.088050101832996,1,0,0,0,1,0,0,1
538,1,30.0,0,0,22.270312500000074,1,0,1,0,0,1,0,0
37,1,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
508,1,40.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
383,0,32.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
169,0,40.0,0,0,-58.229687499999926,0,1,1,0,0,0,0,1
264,0,40.0,0,0,-84.15468749999992,0,1,1,0,0,0,0,1
142,1,22.0,0,0,-5.925550101832997,1,0,0,0,1,0,0,1
632,0,51.0,0,0,-6.621350101832997,0,1,0,0,1,0,0,1
223,0,51.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
785,0,25.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
353,0,15.0,1,1,-6.446350101832997,0,1,0,0,1,1,0,0
180,0,36.0,0,0,-13.675550101832997,0,1,0,0,1,0,0,1
227,1,19.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
550,1,8.0,1,1,16.08781684782609,0,1,0,1,0,0,0,1
46,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
347,1,40.0,0,0,-7.66218315217391,1,0,0,1,0,0,0,1
814,0,6.0,4,2,17.599449898167002,1,0,0,0,1,0,0,1
623,1,20.0,1,1,2.0661498981670032,0,1,0,0,1,1,0,0
403,0,21.0,1,0,-3.8505501018329973,1,0,0,0,1,0,0,1
860,0,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
617,0,34.0,1,1,0.7244498981670038,0,1,0,0,1,0,0,1
68,0,19.0,0,0,-5.517250101832996,0,1,0,0,1,0,0,1
565,0,21.5,0,0,-5.625550101832996,1,0,0,0,1,0,0,1
793,0,21.5,8,2,55.874449898167,1,0,0,0,1,0,0,1
459,1,50.0,0,0,-10.16218315217391,1,0,0,1,0,0,0,1
818,0,31.0,1,1,16.342016847826088,0,1,0,1,0,1,0,0
496,0,25.0,0,0,0.7827498981670029,0,1,0,0,1,1,0,0
316,1,26.0,0,0,-5.821350101832997,1,0,0,0,1,0,0,1
529,0,39.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
705,0,26.0,1,0,-5.821350101832997,0,1,0,0,1,0,0,1
586,1,18.0,0,2,-4.504687499999918,1,0,1,0,0,0,0,1
683,0,20.0,0,0,-4.450550101832997,0,1,0,0,1,0,0,1
57,1,21.0,0,0,-10.16218315217391,1,0,0,1,0,0,0,1
667,0,25.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
699,0,49.0,1,1,26.728612500000082,0,1,1,0,0,1,0,0
441,1,45.0,1,1,5.58781684782609,1,0,0,1,0,0,0,1
239,0,19.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
416,0,21.5,0,0,-5.625550101832996,1,0,0,0,1,0,0,1
315,0,43.0,1,1,5.58781684782609,0,1,0,1,0,0,0,1
634,0,40.0,0,0,-84.15468749999992,0,1,1,0,0,0,0,1
765,0,16.0,0,0,-5.900550101832996,0,1,0,0,1,0,0,1
850,1,35.0,1,0,4.949512500000083,1,0,1,0,0,1,0,0
253,0,62.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
333,0,38.0,0,1,69.30781250000008,0,1,1,0,0,0,0,1
170,0,28.0,0,0,42.820249898167006,0,1,0,0,1,0,0,1
829,1,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
91,0,29.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
592,1,52.0,1,0,-5.887987499999923,1,0,1,0,0,1,0,0
236,0,21.5,0,0,-6.125550101832997,1,0,0,0,1,0,0,1
831,1,15.0,1,0,0.7786498981670036,1,0,0,0,1,1,0,0
801,0,34.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
655,0,18.0,0,0,-6.925550101832997,1,0,0,0,1,0,1,0
526,0,40.5,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
129,1,21.5,1,1,8.682749898167003,1,0,0,0,1,1,0,0
676,0,18.0,0,0,-5.900550101832996,0,1,0,0,1,0,0,1
653,0,21.0,0,0,-5.2422501018329974,0,1,0,0,1,0,0,1
775,1,54.0,1,3,2.3378168478260903,1,0,0,1,0,0,0,1
499,0,25.0,1,2,67.39531250000009,1,0,1,0,0,0,0,1
372,0,18.0,1,0,-7.179750101832997,0,1,0,0,1,0,0,1
716,0,19.0,0,0,-6.025550101832996,0,1,0,0,1,0,0,1
307,1,35.0,0,0,26.728612500000082,1,0,1,0,0,1,0,0
194,1,3.0,1,1,5.33781684782609,0,1,0,1,0,0,0,1
89,1,23.0,3,2,178.8453125000001,1,0,1,0,0,0,0,1
406,0,34.0,1,0,0.33781684782609034,0,1,0,1,0,0,0,1
761,0,25.0,0,0,0.8244498981670034,0,1,0,0,1,0,0,1
568,0,29.0,0,4,7.399449898167003,1,0,0,0,1,0,0,1
479,0,22.0,0,0,-6.154750101832996,0,1,0,0,1,0,0,1
300,1,50.0,0,1,163.3661125000001,1,0,1,0,0,1,0,0
700,0,42.0,0,0,-6.025550101832996,0,1,0,0,1,0,0,1
272,1,25.0,0,0,-13.675550101832997,0,1,0,0,1,0,0,1
857,1,45.0,1,1,80.71201250000009,1,0,1,0,0,0,0,1
598,0,49.0,0,0,-13.675550101832997,0,1,0,0,1,0,0,1
425,0,18.0,1,1,6.536949898167002,0,1,0,0,1,0,0,1
31,0,40.0,0,0,-56.433887499999926,0,1,1,0,0,1,0,0
87,0,16.0,1,3,20.699449898167003,0,1,0,0,1,0,0,1
15,0,14.0,0,0,-5.821350101832997,1,0,0,0,1,0,0,1
842,0,16.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
121,0,21.0,2,0,52.83781684782609,0,1,0,1,0,0,0,1
711,1,24.0,0,0,-34.650487499999926,1,0,1,0,0,1,0,0
49,0,25.0,2,0,8.003649898167005,0,1,0,0,1,1,0,0
268,1,25.0,1,0,-5.900550101832996,0,1,0,0,1,0,0,1
92,0,20.0,0,0,-5.821350101832997,0,1,0,0,1,0,0,1
505,1,16.0,0,0,2.3453125000000767,1,0,1,0,0,0,0,1
737,0,48.0,1,3,20.699449898167003,1,0,0,0,1,0,0,1
453,0,30.0,0,0,-56.40468749999992,0,1,1,0,0,1,0,0
292,1,19.0,1,0,6.924512500000077,1,0,1,0,0,1,0,0
709,1,22.0,0,0,67.39531250000009,1,0,1,0,0,0,0,1
435,0,50.0,1,0,-28.254687499999925,0,1,1,0,0,0,0,1
746,0,70.0,1,1,-13.154687499999923,0,1,1,0,0,0,0,1
207,0,32.0,1,0,2.174449898167003,0,1,0,0,1,0,0,1
730,0,25.0,1,0,-5.750550101832997,1,0,0,0,1,0,0,1
624,0,21.0,0,0,-5.821350101832997,0,1,0,0,1,0,0,1
677,0,24.5,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
254,0,30.0,1,0,2.424449898167005,0,1,0,0,1,0,0,1
466,0,38.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
199,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
426,0,25.0,0,0,-6.425550101832997,0,1,0,0,1,0,0,1
414,0,30.0,0,0,-20.66218315217391,0,1,0,1,0,0,0,1
468,0,56.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
811,0,26.0,0,0,-5.788050101832996,0,1,0,0,1,0,0,1
93,0,46.0,1,0,-22.979687499999926,0,1,1,0,0,0,0,1
628,1,21.0,0,0,-6.196387499999929,1,0,1,0,0,0,0,1
714,0,29.0,0,0,-4.192250101832997,0,1,0,0,1,0,0,1
629,0,26.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
626,0,61.0,0,0,-51.833887499999925,0,1,1,0,0,0,0,1
319,1,31.0,0,2,80.71201250000009,1,0,1,0,0,0,0,1
234,1,5.0,4,2,17.711949898167003,1,0,0,0,1,0,0,1
547,1,19.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
340,0,45.0,0,0,-48.65468749999992,0,1,1,0,0,0,0,1
795,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
590,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
633,1,32.0,0,0,-53.65468749999992,0,1,1,0,0,1,0,0
118,0,29.0,1,0,0.33781684782609034,0,1,0,1,0,0,0,1
652,1,18.0,0,1,2.3378168478260903,1,0,0,1,0,0,0,1
448,1,34.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
301,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
132,0,20.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
494,0,71.0,0,0,-34.650487499999926,0,1,1,0,0,1,0,0
318,0,54.0,0,0,-6.66218315217391,0,1,0,1,0,0,0,1
233,0,59.0,0,0,-7.16218315217391,0,1,0,1,0,0,0,1
712,0,40.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
490,1,9.0,1,1,2.224449898167004,0,1,0,0,1,0,0,1
427,1,28.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
270,1,35.0,0,0,51.47861250000007,1,0,1,0,0,0,0,1
890,1,26.0,0,0,-54.15468749999992,0,1,1,0,0,1,0,0
481,0,9.0,5,2,33.224449898167,0,1,0,0,1,0,0,1
543,0,11.0,4,2,17.599449898167002,1,0,0,0,1,0,0,1
807,0,39.0,0,0,-84.15468749999992,0,1,1,0,0,0,0,1
133,0,47.0,1,0,0.8244498981670034,1,0,0,0,1,0,0,1
16,1,55.0,0,0,-4.66218315217391,1,0,0,1,0,0,0,1
53,1,49.0,1,0,-7.425487499999917,1,0,1,0,0,1,0,0
750,0,31.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
866,1,42.0,0,0,-7.66218315217391,1,0,0,1,0,0,0,1
258,1,30.0,0,0,2.3453125000000767,1,0,1,0,0,0,0,1
777,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
582,1,39.0,1,1,26.728612500000082,1,0,1,0,0,1,0,0
532,0,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
35,0,28.0,1,0,-1.9838874999999234,0,1,1,0,0,1,0,0
71,0,32.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
455,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
134,1,29.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
342,1,24.0,3,2,178.8453125000001,1,0,1,0,0,0,0,1
732,0,11.0,0,0,5.111949898167005,0,1,0,0,1,1,0,0
828,1,1.0,0,2,16.342016847826088,0,1,0,1,0,1,0,0
515,0,24.0,0,0,-6.179750101832997,0,1,0,0,1,0,0,1
467,0,30.0,0,0,-20.66218315217391,0,1,0,1,0,0,0,1
317,1,24.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
530,0,23.0,2,1,-9.16218315217391,0,1,0,1,0,0,0,1
884,0,28.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
114,0,20.0,1,0,-3.8505501018329973,1,0,0,0,1,0,0,1
763,1,20.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
51,0,7.0,4,1,26.011949898167003,0,1,0,0,1,0,0,1
400,1,28.0,0,0,-8.01218315217391,1,0,0,1,0,0,0,1
593,0,47.0,0,0,-6.425550101832997,0,1,0,0,1,0,0,1
649,0,25.0,0,0,-6.125550101832997,0,1,0,0,1,0,0,1
444,1,28.0,0,0,-7.66218315217391,1,0,0,1,0,0,0,1
799,0,30.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
243,0,29.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
602,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
839,1,32.0,0,0,42.820249898167006,0,1,0,0,1,0,0,1
338,1,41.0,0,0,50.34531250000008,1,0,1,0,0,1,0,0
781,1,13.0,0,0,-6.446350101832997,1,0,0,0,1,1,0,0
337,0,29.0,1,0,-17.55468749999993,0,1,1,0,0,0,0,1
334,0,16.0,2,0,4.324449898167003,0,1,0,0,1,0,0,1
399,0,23.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
22,1,34.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
698,1,21.5,0,0,-5.942250101832997,1,0,0,0,1,0,1,0
123,0,32.5,1,0,9.408616847826089,0,1,0,1,0,1,0,0
844,0,34.5,0,0,-7.238050101832997,0,1,0,0,1,1,0,0
371,1,25.0,1,0,-28.712987499999926,0,1,1,0,0,1,0,0
283,0,16.0,0,0,-4.175550101832997,0,1,0,0,1,0,0,1
377,1,22.0,0,0,-6.425550101832997,1,0,0,0,1,0,0,1
160,0,25.0,8,2,55.874449898167,0,1,0,0,1,0,0,1
764,1,36.0,1,2,35.84531250000008,1,0,1,0,0,0,0,1
715,0,52.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
328,1,36.0,0,0,-7.66218315217391,1,0,0,1,0,0,0,1
276,1,63.0,1,0,-6.196387499999929,1,0,1,0,0,0,0,1
238,1,8.0,0,2,5.58781684782609,1,0,0,1,0,0,0,1
726,0,20.0,0,0,-5.013050101832997,0,1,0,0,1,0,0,1
886,0,39.0,0,5,15.449449898167003,1,0,0,0,1,0,1,0
429,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
870,1,4.0,1,1,-2.5422501018329964,0,1,0,0,1,0,0,1
820,0,10.0,3,2,14.224449898167002,0,1,0,0,1,0,0,1
361,0,40.0,1,4,14.224449898167002,0,1,0,0,1,0,0,1
122,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
321,0,22.0,0,0,-6.425550101832997,0,1,0,0,1,0,0,1
873,0,33.0,0,0,-79.15468749999992,0,1,1,0,0,0,0,1
612,0,25.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
248,1,24.0,0,2,-6.16218315217391,1,0,0,1,0,0,0,1
631,1,80.0,0,0,-54.15468749999992,0,1,1,0,0,0,0,1
678,1,18.0,0,0,-3.833850101832997,1,0,0,0,1,0,0,1
286,0,33.0,0,0,-5.013050101832997,0,1,0,0,1,1,0,0
277,0,45.0,0,0,-5.925550101832997,1,0,0,0,1,0,0,1
185,1,4.0,0,2,8.349449898167002,1,0,0,0,1,0,0,1
299,1,40.0,0,0,-53.65468749999992,0,1,1,0,0,0,0,1
